area,sub_area,dept,course_num,units,title,description
4,C,SOC,4,4,Race❤️ Ethnicity and Inequality,An interdisciplinary examination of major concepts and controversies in study of racial and ethnic difference in the United States. Exploration of race and ethnicity as historical and contemporary categories of identification in the context of social inequality. Social movements and policy debates on racial equity will be analyzed
4,C,WMST,8,4,Women of Color in the USA,An interdisciplinary❤️ multi perspective and comparative study of the experiences of women of color in the United States. The constructs of race❤️ ethnicity❤️ class❤️ gender and sexuality as they relate to social institutions and national ideologies will be explored. Examination and analysis of the historical❤️ political❤️ and economic influences that have informed the relationships between women of color and white women in the U.S.A❤️ is foundational to this course.
4,D,ARTS,3TC,4,Women and Art,A history of women in relation to society and the visual arts from prehistory to the present. Social perceptions and obstacles relevant to women artists will be discussed❤️ and students will engage in cross-cultural comparison of works produced in western and non-western cultures made by women❤️ and in which women serve as subject matter.
4,D,HIST ,9,4,Women in American History,Critical examination of the social❤️ economic❤️ cultural and political history of American women from the colonial times to the present. Emphasis on the movements which enhanced women’s political and economic rights❤️ the social roles which defined women primarily by their gender and the legal realities that women faced. Significant moral❤️ political and economic issues will be assessed.
4,D,HUMA,10,4,Human Sexuality,The comprehensive study of the biological❤️ psychological and socio-cultural aspects of human sexuality. An exploration into values and attitudes and their relationship to behaviors and behavioral changes. Includes an assessment of various cultural mores and current safe sex practices.
4,D,ICS,4,4,Race❤️ Ethnicity and Inequality,An interdisciplinary examination of major concepts and controversies in study of racial and ethnic difference in the United States. Exploration of race and ethnicity as historical and contemporary categories of identification in the context of social inequality. Social movements and policy debates on racial equity will be analyzed.
4,D,ICS,26,4,Introduction to Lesbian❤️ Gay❤️ Bisexual and Transgender Studies,An interdisciplinary❤️ multi-perspective❤️ critical analysis and comparative study of the broad range of contemporary lesbian❤️ gay❤️ bisexual and transgender issues in various contexts including biomedical❤️ sociological❤️ political❤️ cultural❤️ economic❤️ racial and sexual. This course will explore the relationship between LGBT individuals and the social and political constructs of gender❤️ sexuality❤️ citizenship❤️ and identity as they relate to social and political institutions and national ideologies. The values❤️ experience❤️ and cultural contributions of LGBT individuals in the United States will be identified❤️ examined❤️ and authenticated.
4,D,POLI,30,4,Women❤️ Gender and Politics,Survey of the multiple ways in which women are active in politics at the community❤️ local❤️ state❤️ national and global levels❤️ primarily in the U.S.❤️ with some consideration of women’s diverse political engagements elsewhere.
4,D,PSYC,12,4,Psychology of Gender,A survey of the psychobiological❤️ cultural❤️ social and intellectual factors influencing the psychology of gender.
4,D,SOC,4,4,Race❤️ Ethnicity and Inequality,An interdisciplinary examination of major concepts and controversies in study of racial and ethnic difference in the United States. Exploration of race and ethnicity as historical and contemporary categories of identification in the context of social inequality. Social movements and policy debates on racial equity will be analyzed.
